smiles,id,MW,LogP,HBD,HBA,PSA,pIC50
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,CHEMBL508791,742.5540000000003,7.621099999999999,18.0,11.0,287.14,4.166852888087215
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,CHEMBL399121,302.28200000000004,2.518500000000001,6.0,3.0,96.22000000000001,4.221848749616356
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(O)cc4O)cc2O3)c1,CHEMBL456228,496.3800000000002,4.814000000000007,12.0,8.0,198.75999999999996,4.375717904164332
Oc1cc(O)c(Oc2cc(O)cc(O)c2Oc2cc(O)cc(O)c2-c2c(O)cc(O)cc2O)c(O)c1,CHEMBL459393,498.3960000000002,3.9942000000000064,12.0,10.0,220.75999999999996,4.647817481888637
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc4oc5c(Oc6cc(O)cc(O)c6)c(O)cc(O)c5c4c2O3)c1,CHEMBL510508,602.4600000000003,6.419000000000007,14.0,9.0,232.12999999999994,4.777283528852417
Oc1cc(O)cc(Oc2c(Oc3c(O)cc(O)cc3O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,CHEMBL2391423,496.3800000000002,4.814000000000007,12.0,8.0,198.75999999999996,4.876148359032914
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(O)cc2O3)c1,CHEMBL471187,372.2850000000001,3.610500000000002,9.0,6.0,149.07,5.055517327849832
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,CHEMBL399121,302.28200000000004,2.518500000000001,6.0,3.0,96.22000000000001,5.080921907623926
Oc1cc(O)cc(Oc2c(O)cc(O)c3c2Oc2c(O)cc(Oc4c(O)cc(Oc5c(O)cc(O)c6c5Oc5c(O)cc(O)cc5O6)cc4O)cc2O3)c1,CHEMBL508791,742.5540000000003,7.621099999999999,18.0,11.0,287.14,5.568636235841013
CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NC(C)C,CHEMBL2441745,685.822,3.3129000000000017,7.0,5.0,171.79999999999998,6.214670164989233
CC(C)C[C@H](NC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL2441741,600.716,3.418100000000001,6.0,4.0,142.7,6.638272163982407
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)ccc21,CHEMBL3099547,413.4990000000002,1.3947000000000003,5.0,0.0,78.0,4.858236769724212
CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccc3ccccc3c2)CC1,CHEMBL3099546,449.5320000000002,2.5054000000000007,5.0,0.0,78.0,4.081393084855018
CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)CC1,CHEMBL3099545,399.47200000000015,1.3521999999999996,5.0,0.0,78.0,4.172630726946175
CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,CHEMBL3099544,323.3740000000001,-0.21820000000000017,5.0,0.0,78.0,4.927015255372069
CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)C1,CHEMBL3099543,322.3860000000001,1.488,4.0,1.0,83.55000000000001,5.366531544420414
CC1CCCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,CHEMBL3099542,308.35900000000004,1.3845,4.0,1.0,83.55000000000001,5.647817481888637
CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)CC1,CHEMBL3099541,308.35900000000004,1.2420000000000002,4.0,1.0,83.55000000000001,5.928117992693875
O=C1Nc2ccc(S(=O)(=O)N3CCOCC3)cc2C1=O,CHEMBL484273,296.304,-0.15769999999999995,5.0,1.0,92.78,4.897566294318664
O=C1Nc2ccc(S(=O)(=O)N3CCCCC3)cc2C1=O,CHEMBL61320,294.332,0.9960000000000002,4.0,1.0,83.55000000000001,5.351639989019068
O=C1Nc2ccc(S(=O)(=O)N3CCN(c4ccccn4)CC3)cc2C1=O,CHEMBL3099540,372.4060000000001,0.7272999999999998,6.0,1.0,99.68,4.289628735739237
O=C1Nc2ccc(S(=O)(=O)N3CCN(C(=O)c4ccco4)CC3)cc2C1=O,CHEMBL3099539,389.3890000000001,0.5610999999999997,6.0,1.0,117.0,4.996970529446382
O=C1Nc2ccc(S(=O)(=O)N3CCN(CCc4ccccc4)CC3)cc2C1=O,CHEMBL3099538,399.4720000000001,1.3703999999999996,5.0,1.0,86.78999999999999,4.457050151185821
COc1cc(CN2CCN(S(=O)(=O)c3ccc4c(c3)C(=O)C(=O)N4)CC2)cc(OC)c1OC,CHEMBL3099537,475.52300000000037,1.3537000000000001,8.0,1.0,114.48000000000002,4.493765640387874
O=C1Nc2ccc(S(=O)(=O)N3CCN(Cc4cccc(Cl)c4)CC3)cc2C1=O,CHEMBL3099536,419.8900000000001,1.9812999999999998,5.0,1.0,86.78999999999999,4.498803757972912
O=C1Nc2ccc(S(=O)(=O)N3CCN(c4cccc(C(F)(F)F)c4)CC3)cc2C1=O,CHEMBL3099535,439.41500000000013,2.3511000000000006,5.0,1.0,86.78999999999999,4.0
O=C1Nc2ccc(S(=O)(=O)N3CCN(c4ccc(F)cc4)CC3)cc2C1=O,CHEMBL3099534,389.40800000000013,1.4714,5.0,1.0,86.78999999999999,4.0
CN1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)CC1,CHEMBL3099533,309.34700000000004,-0.24249999999999994,5.0,1.0,86.79,4.114978205137702
CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)C1,CHEMBL3099530,412.5110000000002,3.0827000000000018,4.0,0.0,74.76,5.327902142064283
CC1CC(C)CN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)C1,CHEMBL3099529,336.4130000000001,1.5123000000000002,4.0,0.0,74.76,5.549750891680639
CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccc3ccccc3c2)CC1,CHEMBL3099528,448.5440000000002,3.989900000000003,4.0,0.0,74.76,4.749092300299144
CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3Cc2ccccc2)CC1,CHEMBL3099527,398.48400000000015,2.8367000000000013,4.0,0.0,74.76,5.772113295386326
CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3C)CC1,CHEMBL3099526,322.3860000000001,1.2663000000000002,4.0,0.0,74.76,5.982966660701219
O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccc(S(=O)(=O)N3CCOCC3)cc21,CHEMBL3099525,436.4890000000003,2.5902000000000003,5.0,0.0,83.99000000000001,4.399353764337605
O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCOCC3)cc21,CHEMBL3099524,386.42900000000026,1.437,5.0,0.0,83.99000000000001,4.858236769724212
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCOCC3)ccc21,CHEMBL3099523,310.3310000000001,-0.13339999999999952,5.0,0.0,83.99000000000001,5.003926345514724
O=C1C(=O)N(Cc2ccccc2)c2ccc(S(=O)(=O)N3CCCCC3)cc21,CHEMBL3099522,384.4570000000003,2.590700000000001,4.0,0.0,74.76,4.853871964321762
CN1C(=O)C(=O)c2cc(S(=O)(=O)N3CCN(c4ccccn4)CC3)ccc21,CHEMBL3099521,386.4330000000001,0.7516,6.0,0.0,90.89,5.2580609222708015
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,CHEMBL554041,581.7260000000005,5.099880000000004,4.0,10.0,167.58,4.600326278518962
CN(CC(=O)NC1CCCC1)S(=O)(=O)c1cccc(Cl)c1,CHEMBL1876821,330.837,2.0192999999999994,3.0,1.0,66.48,3.6989700043360187
Nc1ccc(F)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1,CHEMBL3105072,334.29400000000004,3.227500000000001,3.0,2.0,72.19,3.6989700043360187
COc1ccccc1CNC(=O)[C@H](C)NS(=O)(=O)c1ccccc1,CHEMBL3105071,348.42400000000004,1.6783999999999997,4.0,2.0,84.5,3.6989700043360187
CCOc1ccc(S(=O)(=O)NCc2ccc3c(c2)OCO3)cc1C,CHEMBL1392147,349.40800000000013,2.6009200000000003,5.0,1.0,73.86000000000001,3.6989700043360187
OCCCc1nc2ccccc2n1CCOc1ccccc1,CHEMBL1732790,296.37,3.0402000000000013,4.0,1.0,47.28,3.6989700043360187
COCCOCCn1c(CCCO)nc2ccccc21,CHEMBL1488602,278.35200000000003,1.6241999999999994,5.0,1.0,56.510000000000005,3.7304870557820835
CCOc1ccc(S(=O)(=O)NCc2ccc3c(c2)OCO3)cc1C,CHEMBL1392147,349.40800000000013,2.6009200000000003,5.0,1.0,73.86000000000001,4.115204636051019
OCCCc1nc2ccccc2n1CCOc1ccccc1,CHEMBL1732790,296.37,3.0402000000000013,4.0,1.0,47.28,4.127843727251707
COc1ccc(N(CC(=O)NCc2ccco2)S(C)(=O)=O)cc1,CHEMBL1478361,338.3850000000001,1.3706,5.0,1.0,88.85,4.208309350979882
COc1ccc(C(=O)Cn2c(NCCO)nc3ccccc32)cc1,CHEMBL1906723,325.368,2.332,6.0,2.0,76.38,4.388276691992658
Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,CHEMBL1487869,285.73400000000004,3.479000000000002,3.0,1.0,46.92,4.510041520575165
COc1ccccc1CNC(=O)[C@H](C)NS(=O)(=O)c1ccccc1,CHEMBL3105071,348.42400000000004,1.6783999999999997,4.0,2.0,84.5,4.52432881167557
C(=C/c1ccccc1)\C[N+]1(C/C=C/c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL3105075,485.6950000000003,7.335200000000008,1.0,0.0,3.24,4.525783735923745
Nc1ccc(F)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c1,CHEMBL3105072,334.29400000000004,3.227500000000001,3.0,2.0,72.19,4.525783735923745
COc1ccc(C(=O)Cn2c(NCCO)nc3ccccc32)cc1,CHEMBL1906723,325.368,2.332,6.0,2.0,76.38,4.540607512240769
C(=C/c1ccccc1)\C[N+]1(C/C=C/c2ccccc2)CCN(C(c2ccccc2)c2ccccc2)CC1,CHEMBL3105075,485.6950000000003,7.335200000000008,1.0,0.0,3.24,4.548213564475709
Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,CHEMBL1487869,285.73400000000004,3.479000000000002,3.0,1.0,46.92,4.559090917934782
COCCOCCn1c(CCCO)nc2ccccc21,CHEMBL1488602,278.35200000000003,1.6241999999999994,5.0,1.0,56.510000000000005,4.59176003468815
O=C(c1cncc(Br)c1)N1CCN(Cc2ccsc2)CC1,CHEMBL3105074,366.2840000000001,2.863600000000001,4.0,0.0,36.440000000000005,4.610833915635467
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,CHEMBL554041,581.7260000000005,5.099880000000004,4.0,10.0,167.58,4.610833915635467
Nc1ncnc2[nH]c(C(F)(F)F)nc12,CHEMBL3105076,203.12699999999995,0.9539000000000002,4.0,2.0,80.48,4.690369832574101
Cn1cnc2cc(NC(=O)c3ccc(Cl)cc3)ccc21,CHEMBL1487869,285.73400000000004,3.479000000000002,3.0,1.0,46.92,4.739928612014925
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC.Cl.Cl,CHEMBL554041,581.7260000000005,5.099880000000004,4.0,10.0,167.58,4.749579997691106
COc1ccc(N(CC(=O)NCc2ccco2)S(C)(=O)=O)cc1,CHEMBL1478361,338.3850000000001,1.3706,5.0,1.0,88.85,4.79317412396815
Nc1ncnc2[nH]c(C(F)(F)F)nc12,CHEMBL3105076,203.12699999999995,0.9539000000000002,4.0,2.0,80.48,4.856985199745905
O=C(c1cncc(Br)c1)N1CCN(Cc2ccsc2)CC1,CHEMBL3105074,366.2840000000001,2.863600000000001,4.0,0.0,36.440000000000005,4.966576244513051
S=C(NCc1cccnc1)SCc1cc(Cl)sc1Cl,CHEMBL3105073,349.33299999999997,4.757800000000002,4.0,1.0,24.92,5.036212172654444
Nc1ncnc2[nH]c(C(F)(F)F)nc12,CHEMBL3105076,203.12699999999995,0.9539000000000002,4.0,2.0,80.48,5.657577319177793
CN(CC(=O)NC1CCCC1)S(=O)(=O)c1cccc(Cl)c1,CHEMBL1876821,330.837,2.0192999999999994,3.0,1.0,66.48,6.026872146400302
S=C(NCc1cccnc1)SCc1cc(Cl)sc1Cl,CHEMBL3105073,349.33299999999997,4.757800000000002,4.0,1.0,24.92,6.795880017344075
CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2C(=O)O)o1,CHEMBL3810366,450.8340000000001,4.802500000000003,5.0,2.0,120.41,4.301029995663981
O=C(O)c1cccc(N2N=C(C(F)(F)F)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)c1,CHEMBL3810109,504.8040000000002,5.344900000000003,5.0,2.0,120.41,4.301029995663981
O=C(O)c1cccc(N2N=C(C(F)(F)F)/C(=C\c3ccc(-c4ccccc4C(=O)O)o3)C2=O)c1,CHEMBL3808558,470.35900000000015,4.691500000000002,5.0,2.0,120.41,4.301029995663981
O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)c1,CHEMBL3808795,512.9050000000003,5.830900000000004,5.0,2.0,120.41,4.349692476868063
CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(-c2cc(Cl)ccc2C(=O)O)o1,CHEMBL3810010,406.8250000000001,5.104300000000003,4.0,1.0,83.11,4.301029995663981
O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,CHEMBL3810328,468.89600000000013,6.132700000000005,4.0,1.0,83.11,4.785156151952302
O=C(O)c1ccc(Cl)cc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,CHEMBL3808658,486.88600000000014,6.271800000000004,4.0,1.0,83.11,4.694648630553377
CC(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)cc1,CHEMBL3809329,510.9770000000002,7.256100000000005,4.0,1.0,83.11000000000001,5.221848749616356
CC(C)(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4cc(Cl)ccc4C(=O)O)o3)C2=O)cc1,CHEMBL3808427,525.0040000000002,7.430200000000006,4.0,1.0,83.11000000000001,5.236572006437063
O=C1/C(=C\c2ccc(-c3ccccc3)o2)C(c2ccccc2)=NN1c1ccccc1,CHEMBL3810058,390.44200000000006,5.781100000000005,3.0,0.0,45.81,4.301029995663981
O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4)o3)C2=O)c1,CHEMBL3809861,434.4510000000002,5.479300000000005,4.0,1.0,83.10999999999999,5.1938200260161125
CC1=NN(c2cccc(C(=O)O)c2)C(=O)/C1=C\c1ccc(-c2ccccc2)o1,CHEMBL3809159,372.38000000000005,4.450900000000003,4.0,1.0,83.11,4.301029995663981
O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccccc3)N=C2c2ccccc2)o1,CHEMBL3810361,434.4510000000001,5.479300000000004,4.0,1.0,83.11,4.3851027839668655
O=C(O)c1ccccc1-c1ccc(/C=C2\C(=O)N(c3ccc(F)cc3)N=C2c2ccccc2)o1,CHEMBL3810325,452.4410000000001,5.618400000000005,4.0,1.0,83.11,4.425968732272281
CC(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,CHEMBL3809506,476.5320000000002,6.602700000000006,4.0,1.0,83.11000000000001,4.931814138253839
CC(C)(C)c1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,CHEMBL3809579,490.55900000000025,6.776800000000006,4.0,1.0,83.11000000000001,5.0655015487564325
N#Cc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,CHEMBL3809498,459.46100000000024,5.350980000000004,5.0,1.0,106.9,4.728158393463501
COc1ccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4C(=O)O)o3)C2=O)cc1,CHEMBL3809059,464.47700000000026,5.487900000000004,5.0,1.0,92.34,4.512861624522814
O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccco3)C2=O)c1,CHEMBL3809833,358.3530000000001,3.812300000000003,4.0,1.0,83.10999999999999,4.301029995663981
O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(-c4ccccc4)cc3)C2=O)c1,CHEMBL3809053,444.4900000000002,5.886300000000005,3.0,1.0,69.97,5.173925197299174
O=C(O)c1cccc(N2N=C(c3ccccc3)/C(=C/c3ccc(OCc4ccccc4)cc3)C2=O)c1,CHEMBL3809926,474.51600000000025,5.798300000000005,4.0,1.0,79.19999999999999,4.804100347590766
CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,CHEMBL3818593,618.6410000000004,-3.9355999999999987,10.0,10.0,303.65000000000003,5.1249387366083
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,CHEMBL3818400,604.6140000000004,-4.325699999999997,10.0,10.0,303.65000000000003,5.0
CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,CHEMBL3818761,626.6680000000003,-3.8345999999999987,10.0,10.0,295.03000000000003,4.301029995663981
CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,CHEMBL3818000,577.5480000000003,-6.978800000000008,11.0,11.0,329.67,5.1249387366083
CC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(N)=O)C(=O)O)[C@@H](C)O,CHEMBL3818028,605.5580000000003,-6.496400000000004,11.0,11.0,346.74,4.698970004336019
CC(C)C[C@H](NC(=O)OC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL4214066,496.6050000000003,1.736700000000001,7.0,3.0,143.14,5.6777807052660805
CC(C)C[C@H](NC(=O)OC1CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],CHEMBL4208240,600.6670000000004,-2.5945999999999922,10.0,4.0,203.49999999999997,5.292429823902063
CC(C)C[C@H](NC(=O)OC1CCN(S(C)(=O)=O)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL4209146,474.5800000000003,-0.23879999999999563,7.0,3.0,150.98,4.540607512240769
CC(C)C[C@H](NC(=O)OC1CCN(S(C)(=O)=O)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],CHEMBL4213159,578.6420000000004,-4.570099999999997,10.0,4.0,211.33999999999997,4.375717904164332
CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL4202812,586.7300000000002,3.3496000000000015,7.0,3.0,143.14,5.2839966563652006
CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(C(=O)OC(C)(C)C)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],CHEMBL4203883,690.7920000000005,-0.9816999999999927,10.0,4.0,203.49999999999997,5.200659450546418
CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(S(C)(=O)=O)CC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,CHEMBL4214471,564.7050000000003,1.374100000000002,7.0,3.0,150.98,5.4089353929735005
CC(C)C[C@H](NC(=O)OC1(Cc2ccccc2)CCN(S(C)(=O)=O)CC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(O)S(=O)(=O)[O-].[Na+],CHEMBL4208764,668.7670000000005,-2.957199999999991,10.0,4.0,211.33999999999997,5.366531544420414
CCC1(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)CCN(C(=O)OC(C)(C)C)CC1,CHEMBL4212620,524.6590000000004,2.5169000000000006,7.0,3.0,143.14,5.259637310505756
CCC1(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-])CCN(C(=O)OC(C)(C)C)CC1.[Na+],CHEMBL4216101,628.7210000000001,-1.8143999999999907,10.0,4.0,203.5,5.3872161432802645
CCOC(=O)N1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]2CCNC2=O)CC1,CHEMBL4217568,468.55100000000033,0.9581000000000015,7.0,3.0,143.14,5.494850021680094
CCOC(=O)N1CCC(OC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(O)S(=O)(=O)[O-])CC1.[Na+],CHEMBL4204431,572.6130000000002,-3.3731999999999935,10.0,4.0,203.49999999999997,5.055517327849832
